id_site,nom,region,ville_commune,type_activite,sous_types_tags,latitude,longitude,adresse_ou_description_localisation,difficulte,duree_typique_visite,prix_approximatif_ar,prix_approximatif_eur,saison_recommandee,note_moyenne,nombre_avis,source_note,lien_page,description_courte,acces_transport,contraintes,cluster
463,Train FCE (zone vignobles),Haute Matsiatra,Fianarantsoa,Gastronomie et vignobles,Vignobles vus depuis train,-21.4536,47.0858,Zone vignobles FCE,Facile,1.5,0,0.0,Mai à octobre,4.5,280,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/fce-vineyards,Vignobles malgaches visibles depuis le train,Train,Retards possibles,2
464,Sources thermales Antsirabe (zone rivière naturelle),Vakinankaratra,Antsirabe,Thermalisme et bien-être,Rivière thermale naturelle,-19.8667,47.0333,Zone rivière naturelle Antsirabe,Facile,4.0,5000,1.0,Toute l'année,4.3,210,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614318-Reviews-Natural_River_Thermal-Antsirabe_Antananarivo_Province.html,Rivière thermale naturelle brute,Taxi ou marche,Aucune,2
465,Lac Andraikiba (zone observation oiseaux),Vakinankaratra,Antsirabe,Observation animalière,Oiseaux Andraikiba,-19.9167,47.0667,Zone oiseaux Andraikiba,Facile,2.5,0,0.0,Avril à novembre,4.4,150,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/andraikiba-birds,Observation oiseaux autour du lac,Voiture ou taxi,Aucune,2
466,Betafo (zone thermes supérieurs),Vakinankaratra,Betafo,Thermalisme et bien-être,Thermes supérieurs Betafo,-19.8333,46.85,Zone haute thermes Betafo,Facile,4.0,5000,1.0,Toute l'année,4.3,170,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-upper-thermal,Thermes supérieurs dans village UNESCO,Voiture ou taxi,Aucune,2
467,Lac Itasy (zone volcan nord),Itasy,Arivonimamo,Géologie et paysages,Volcans nord Itasy,-19.0,46.8,Zone nord volcan Itasy,Moyen,4.0,0,0.0,Avril à novembre,4.3,100,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-north-volcano,Volcans nord du lac,Voiture,Sentiers escarpés,2
468,Chute de la Lily (zone forêt nord),Itasy,Arivonimamo,Nature et parcs nationaux,Forêt nord Lily,-19.0333,46.8,Zone nord forêt Lily,Facile,1.5,5000,1.0,Avril à novembre,4.4,80,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lily-north-forest,Forêt nord autour de la chute Lily,Voiture + marche,Sentier glissant,2
469,Massif Tsaratanana (zone faune nord),Betsiboka,Bealanana,Observation animalière,Faune nord Tsaratanana,-16.75,47.7,Zone nord faune massif,Difficile,,40000,8.0,Avril à novembre,4.8,40,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsaratanana-north-fauna,Faune endémique au nord du massif,Expédition guidée,Altitude élevée,4
470,Pic Saint-Louis (zone observation),Anosy,Taolagnaro,Observation animalière,Observation faune Pic Saint-Louis,-25.05,46.9833,Zone observation Pic Saint-Louis,Moyen,2.0,5000,1.0,Mai à novembre,4.5,120,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614319-Reviews-Pic_Saint_Louis_Observation-Madagascar.html,Observation faune sur sentier du pic,Voiture + randonnée,Soleil intense,6
471,Parc National de Zombitse (zone Vohibasia est),Atsimo-Andrefana,Sakaraha,Nature et parcs nationaux,"Forêt transition est, Avifaune",-22.82,44.72,Est de Vohibasia,Moyen,4.0,15000,3.0,Mai à novembre,4.5,120,SafariBookings,https://www.safaribookings.com/parks/zombitse-vohibasia-national-park,Zone est avec oiseaux endémiques et forêt de transition,Voiture depuis Toliara,Aucune,1
472,Tsingy de Bemaraha (zone Andranomavo),Melaky,Antsalova,Géologie et paysages,"Tsingy Andranomavo, Grottes",-18.98,44.82,Zone Andranomavo Bemaraha,Difficile,8.0,35000,7.0,Juin à septembre,4.8,800,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsingy-de-bemaraha,Zone Andranomavo avec grottes et formations tsingy,4x4 + guide,Terrains karstiques,3
473,Plage d'Ambonivato (zone nord),Atsinanana,Toamasina,Plages et littoral,Plage nord Ambonivato,-18.08,49.36,Nord Ambonivato,Facile,3.0,0,0.0,Avril à novembre,4.2,120,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614320-Reviews-Northern_Ambonivato_Beach-Toamasina_Tamatave_Toamasina_Province.html,Extension nord sauvage de la plage Ambonivato,Taxi ou tuk-tuk,Aucune,2
474,Canal des Pangalanes (section Mahanoro nord),Atsinanana,Mahanoro,Nature et parcs nationaux,"Canal nord Mahanoro, Mangroves",-19.85,48.82,Nord Mahanoro sur canal,Moyen,8.0,15000,3.0,Avril à décembre,4.3,150,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/pangalanes-mahanoro-north,Section nord avec mangroves et villages côtiers,Pirogue ou bateau,Insectes,3
475,Parc National de Midongy du Sud (zone ouest),Anosy,Midongy Atsimo,Nature et parcs nationaux,"Forêt ouest Midongy, Cascades",-23.85,46.9,Ouest Midongy,Difficile,8.0,22000,4.4,Juillet à octobre,4.6,80,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/midongy-du-sud,Zone ouest avec cascades et forêt isolée,4x4 + randonnée,Accès très difficile,3
476,Réserve de Kalalao (zone plage nord),Analanjirofo,Ambodifotatra,Plages et littoral,Plage nord Kalalao,-17.0,49.85,Nord Kalalao Sainte Marie,Facile,4.0,12000,2.4,Juin à septembre,4.5,140,SafariBookings,https://www.safaribookings.com/reserves/kalalao-sainte-marie,Extension plage nord de la réserve Kalalao,Taxi ou marche locale,Aucune,0
477,Parc National de Namoroka (zone sud forêt),Melaky,Soalala,Nature et parcs nationaux,Forêt sud Namoroka,-16.5,45.3,Sud forêt Namoroka,Moyen,8.0,25000,5.0,Juin à septembre,4.7,100,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/namoroka-national-park,Zone sud forêt sèche avec tsingy,4x4 + guide,Terrains rocheux,3
478,Plage de Mahambo (zone nord),Analanjirofo,Mahambo,Plages et littoral,Plage nord Mahambo,-17.45,49.47,Nord Mahambo,Facile,2.5,0,0.0,Mai à octobre,4.4,220,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g316110-d614321-Reviews-Northern_Mahambo_Beach-Madagascar.html,Extension nord plage Mahambo pour surf et bains,Taxi-brousse depuis Toamasina,Vagues,0
479,Réserve de Tampolo (zone forêt nord),Analanjirofo,Fenoarivo Atsinanana,Écotourisme,Forêt nord Tampolo,-17.35,49.42,Nord forêt Tampolo,Facile,2.5,12000,2.4,Mai à octobre,4.3,100,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tampolo-reserve,Zone nord forêt littorale protégée,Voiture ou taxi-brousse,Aucune,0
480,Parc marin de Masoala (zone récifs sud),Analanjirofo,Maroantsetra,Nature et parcs nationaux,Récifs sud Masoala,-15.6,50.3,Sud récifs Masoala,Moyen,4.0,35000,7.0,Mai à octobre,4.7,160,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/masoala-marine,Zone sud récifs coralliens pour snorkeling,Bateau depuis Maroantsetra,Météo marine,4
481,Nosy Mangabe (zone forêt centrale),Analanjirofo,Maroantsetra,Nature et parcs nationaux,Forêt centrale Nosy Mangabe,-15.5,49.7667,Centre forêt Nosy Mangabe,Moyen,4.0,15000,3.0,Mai à octobre,4.6,180,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/nosy-mangabe,Zone centrale forêt littorale avec aye-aye,Bateau + randonnée,Accès nocturne limité,0
482,Vallée du Tsiribihina (zone sud),Menabe,Belo sur Tsiribihina,Aventure et randonnée,Zone sud descente Tsiribihina,-19.6,45.4,Sud vallée Tsiribihina,Moyen,,50000,10.0,Mai à octobre,4.7,480,SafariBookings,https://www.safaribookings.com/blog/tsiribihina-south-valley,Zone sud vallée pour descente avec paysages canyon,Bateau chaland organisé,Soleil intense,4
483,Lac Alaotra (zone sud),Alaotra-Mangoro,Ambatondrazaka,Nature et parcs nationaux,Zone sud lac Alaotra,-17.55,48.6,Sud lac Alaotra,Facile,4.0,0,0.0,Mai à octobre,4.3,130,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lac-alaotra,Zone sud du plus grand lac avec rizières,Pirogue ou voiture,Aucune,2
484,Rivière Nosivolo (zone nord),Alaotra-Mangoro,Marolambo,Nature et parcs nationaux,Zone nord Nosivolo sacrée,-20.0,48.5,Nord rivière Nosivolo,Moyen,2.5,12000,2.4,Juin à novembre,4.5,90,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/nosivolo-north,Zone nord rivière sacrée avec biodiversité aquatique,Pirogue + guide,Respect rites locaux,2
485,Oasis Amboasary Sud (zone sud),Anosy,Amboasary Sud,Culture et histoire,Zone sud oasis,-25.05,46.37,Sud oasis Amboasary,Facile,2.0,8000,1.6,Mai à octobre,4.2,60,SafariBookings,https://www.safaribookings.com/blog/amboasary-south-oasis,Extension sud oasis avec cultures et artisanat,Voiture depuis Taolagnaro,Chaleur,6
486,Mines Ilakaka (zone nord),Ihorombe,Ilakaka,Culture et histoire,Zone nord mines Ilakaka,-22.75,45.25,Nord Ilakaka,Facile,1.5,0,0.0,Toute l'année,4.1,95,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ilakaka-north-mines,Zone nord extraction saphirs artisanaux,Voiture + guide local,Sécurité minière,6
487,Forêt Mikea (zone nord),Atsimo-Andrefana,Manja,Nature et parcs nationaux,Zone nord forêt Mikea,-22.45,43.55,Nord forêt Mikea,Moyen,8.0,25000,5.0,Avril à décembre,4.5,70,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/mikea-north-forest,Zone nord forêt épineuse avec peuple Mikea,4x4 + guide,Accès difficile,1
488,Tsimanampetsotsa (zone nord lac),Atsimo-Andrefana,Betioky Sud,Nature et parcs nationaux,Zone nord lac salé,-24.05,43.8,Nord lac Tsimanampetsotsa,Moyen,8.0,20000,4.0,Avril à décembre,4.6,160,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298288-d614322-Reviews-Northern_Tsimanampetsotse_Lake-Madagascar.html,Zone nord lac salé avec flamants et tortues,4x4 depuis Toliara,Chaleur extrême,1
489,Beza-Mahafaly (zone Parcelle 8),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Parcelle 8, Faune variée",-23.65,44.6333,Parcelle 8 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,75,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly,Zone supplémentaire pour faune variée,Voiture + guide,Aucune,1
490,Plage Lokaro (zone nord mangrove),Analanjirofo,Foulpointe,Nature et parcs nationaux,Mangrove nord Lokaro,-17.05,49.9833,Nord mangrove Lokaro,Facile,4.0,20000,4.0,Mai à octobre,4.6,140,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lokaro-north-mangrove,Mangrove nord près de la plage Lokaro,Bateau depuis Foulpointe,Insectes,0
491,Lac Anony (zone sud),Anosy,Amboasary Sud,Nature et parcs nationaux,Zone sud lac Anony,-25.1,46.93,Sud lac Anony,Facile,1.5,0,0.0,Mai à novembre,4.4,90,SafariBookings,https://www.safaribookings.com/blog/lac-anony-south,Extension sud lac salé avec observation oiseaux,Voiture depuis Taolagnaro,Soleil intense,6
492,Andringitra (zone faune est),Haute Matsiatra,Ambalavao,Observation animalière,Faune est Andringitra,-22.18,46.9,Est massif Andringitra,Moyen,8.0,30000,6.0,Avril à novembre,4.7,190,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298278-d614323-Reviews-Andringitra_East-Fauna-Madagascar.html,Zone est faune dans le massif granitique,Voiture + randonnée,Randonnée physique,3
493,Anja (zone lémuriens est),Haute Matsiatra,Ambalavao,Observation animalière,Lémuriens est Anja,-21.83,46.94,Est Anja,Facile,2.5,10000,2.0,Mai à octobre,4.7,500,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/anja-east-lemurs,Zone est avec troupeaux de lémuriens catta,Voiture depuis Ambalavao,Aucune,5
494,Train FCE (zone sud),Haute Matsiatra,Fianarantsoa,Culture et histoire,Zone sud trajet FCE,-21.5,47.05,Sud Fianarantsoa,Facile,1.5,0,0.0,Mai à octobre,4.5,280,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/fce-south,Zone sud trajet avec paysages variés,Train,Retards possibles,2
495,Sources thermales Antsirabe (zone nord),Vakinankaratra,Antsirabe,Thermalisme et bien-être,Zone nord sources thermales,-19.85,47.05,Nord Antsirabe,Facile,4.0,5000,1.0,Toute l'année,4.3,200,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614324-Reviews-Northern_Thermal_Springs-Antsirabe_Antananarivo_Province.html,Extension nord sources thermales,Taxi ou marche,Aucune,2
496,Lac Andraikiba (zone sud),Vakinankaratra,Antsirabe,Nature et parcs nationaux,Zone sud lac Andraikiba,-19.93,47.05,Sud lac Andraikiba,Facile,2.5,0,0.0,Avril à novembre,4.4,140,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/andraikiba-south,Extension sud lac de cratère,Voiture ou taxi,Aucune,2
497,Betafo (zone rizières est),Vakinankaratra,Betafo,Culture et histoire,Rizières est Betafo,-19.83,46.87,Est rizières Betafo,Facile,2.5,0,0.0,Toute l'année,4.5,210,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-east-rice,Extension est rizières en terrasses UNESCO,Voiture ou taxi,Aucune,2
498,Lac Itasy (zone est),Itasy,Arivonimamo,Nature et parcs nationaux,Zone est lac Itasy,-19.05,46.8,Est lac Itasy,Facile,4.0,0,0.0,Avril à novembre,4.3,100,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-east,Extension est lac volcanique,Voiture ou pirogue,Aucune,2
499,Chute de la Lily (zone est),Itasy,Arivonimamo,Nature et parcs nationaux,Zone est chute Lily,-19.03,46.82,Est chute Lily,Facile,1.5,5000,1.0,Avril à novembre,4.4,80,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lily-east,Extension est autour de la chute,Voiture + marche,Sentier glissant,2
500,Massif Tsaratanana (zone est),Betsiboka,Bealanana,Aventure et randonnée,Zone est massif,-16.78,47.68,Est massif Tsaratanana,Difficile,,40000,8.0,Avril à novembre,4.8,40,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsaratanana-east,Zone est pour ascension et faune,Expédition guidée,Altitude élevée,4
501,Pic Saint-Louis (zone nord),Anosy,Taolagnaro,Aventure et randonnée,Zone nord Pic Saint-Louis,-25.04,46.98,Nord Pic Saint-Louis,Moyen,2.0,5000,1.0,Mai à novembre,4.5,110,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614325-Reviews-Northern_Pic_Saint_Louis-Madagascar.html,Extension nord sentier Pic Saint-Louis,Voiture + randonnée,Soleil intense,6
502,Plage Libanona (zone est),Anosy,Taolagnaro,Plages et littoral,Zone est plage Libanona,-25.03,47.0,Est Libanona,Facile,2.5,0,0.0,Mai à novembre,4.4,180,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/libanona-east-beach,Extension est plage urbaine,Marche ou taxi local,Aucune,6
503,Rivière Onilahy (zone est),Atsimo-Andrefana,Betioky Sud,Géologie et paysages,Zone est Onilahy,-21.65,45.2,Est rivière Onilahy,Moyen,1.5,0,0.0,Avril à décembre,4.3,80,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/onilahy-east,Extension est fleuve avec canyons,Voiture + pirogue,Courants,6
504,Oasis Amboasary Sud (zone nord),Anosy,Amboasary Sud,Culture et histoire,Zone nord oasis,-25.02,46.39,Nord oasis Amboasary,Facile,2.0,8000,1.6,Mai à octobre,4.2,60,SafariBookings,https://www.safaribookings.com/blog/amboasary-north-oasis,Extension nord oasis avec cultures,Voiture depuis Taolagnaro,Chaleur,6
505,Mines Ilakaka (zone sud),Ihorombe,Ilakaka,Culture et histoire,Zone sud mines Ilakaka,-22.78,45.22,Sud Ilakaka,Facile,1.5,0,0.0,Toute l'année,4.1,90,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ilakaka-south-mines,Zone sud extraction saphirs,Voiture + guide local,Sécurité minière,6
506,Forêt Mikea (zone sud),Atsimo-Andrefana,Manja,Nature et parcs nationaux,Zone sud forêt Mikea,-22.55,43.45,Sud forêt Mikea,Moyen,8.0,25000,5.0,Avril à décembre,4.5,65,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/mikea-south-forest,Zone sud forêt épineuse avec peuple Mikea,4x4 + guide,Accès difficile,1
507,Tsimanampetsotsa (zone sud lac),Atsimo-Andrefana,Betioky Sud,Nature et parcs nationaux,Zone sud lac salé,-24.15,43.7,Sud lac Tsimanampetsotsa,Moyen,8.0,20000,4.0,Avril à décembre,4.6,150,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298288-d614326-Reviews-Southern_Tsimanampetsotse_Lake-Madagascar.html,Extension sud lac salé,4x4 depuis Toliara,Chaleur extrême,1
508,Beza-Mahafaly (zone Parcelle 9),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Parcelle 9, Faune nocturne",-23.65,44.6333,Parcelle 9 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,70,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly,Zone nocturne supplémentaire,Voiture + guide,Aucune,1
509,Plage Lokaro (zone est),Analanjirofo,Foulpointe,Plages et littoral,Zone est Lokaro,-17.08,49.99,Est Lokaro,Facile,4.0,20000,4.0,Mai à octobre,4.6,130,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lokaro-east,Extension est plage Lokaro,Bateau depuis Foulpointe,Aucune,0
510,Lac Anony (zone ouest),Anosy,Amboasary Sud,Nature et parcs nationaux,Zone ouest lac Anony,-25.09,46.92,Ouest lac Anony,Facile,1.5,0,0.0,Mai à novembre,4.4,90,SafariBookings,https://www.safaribookings.com/blog/lac-anony-west,Extension ouest lac salé,Voiture depuis Taolagnaro,Soleil intense,6
511,Andringitra (zone sud),Haute Matsiatra,Ambalavao,Nature et parcs nationaux,Zone sud Andringitra,-22.22,46.87,Sud massif Andringitra,Moyen,8.0,30000,6.0,Avril à novembre,4.7,180,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298278-d614327-Reviews-Andringitra_South-Madagascar.html,Zone sud massif granitique,Voiture + randonnée,Randonnée physique,3
512,Anja (zone nord),Haute Matsiatra,Ambalavao,Observation animalière,Zone nord Anja,-21.82,46.93,Nord Anja,Facile,2.5,10000,2.0,Mai à octobre,4.7,450,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/anja-north-lemurs,Zone nord avec troupeaux de lémuriens,Voiture depuis Ambalavao,Aucune,5
513,Train FCE (zone nord),Haute Matsiatra,Fianarantsoa,Culture et histoire,Zone nord trajet FCE,-21.4,47.1,Nord Fianarantsoa,Facile,1.5,0,0.0,Mai à octobre,4.5,260,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/fce-north,Zone nord trajet avec paysages montagneux,Train,Retards possibles,2
514,Sources thermales Antsirabe (zone sud),Vakinankaratra,Antsirabe,Thermalisme et bien-être,Zone sud sources thermales,-19.88,47.0,Sud Antsirabe,Facile,4.0,5000,1.0,Toute l'année,4.3,190,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614328-Reviews-Southern_Thermal_Springs-Antsirabe_Antananarivo_Province.html,Extension sud sources thermales,Taxi ou marche,Aucune,2
515,Lac Andraikiba (zone nord),Vakinankaratra,Antsirabe,Nature et parcs nationaux,Zone nord lac Andraikiba,-19.9,47.07,Nord lac Andraikiba,Facile,2.5,0,0.0,Avril à novembre,4.4,130,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/andraikiba-north,Extension nord lac de cratère,Voiture ou taxi,Aucune,2
516,Betafo (zone nord),Vakinankaratra,Betafo,Culture et histoire,Zone nord rizières Betafo,-19.8,46.87,Nord Betafo,Facile,2.5,0,0.0,Toute l'année,4.5,200,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-north-rice,Extension nord rizières en terrasses,Voiture ou taxi,Aucune,2
517,Lac Itasy (zone ouest),Itasy,Arivonimamo,Nature et parcs nationaux,Zone ouest lac Itasy,-19.07,46.77,Ouest lac Itasy,Facile,4.0,0,0.0,Avril à novembre,4.3,90,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-west,Extension ouest lac volcanique,Voiture ou pirogue,Aucune,2
